# f,1/f,realY,imagY,realZ,imagZ,realM,imagM,realE,imagE,tandelta
2.000000000000000000e+06,4.999999999999999774e-07,6.969364038484341826e-05,1.900836086478947850e-03,1.926284289245605663e+01,-5.253780215234374964e+02,5.845618971382669305e-04,2.143280366551869679e-05,1.708386241463237639e+03,6.263751893068440779e+01,-3.666472921078737374e-02
1.888121750000000000e+06,5.296268633100592834e-07,7.021518855650504961e-05,1.800285736293040853e-03,2.163157039611816757e+01,-5.546236994921875976e+02,5.825819513600840119e-04,2.272200503493100582e-05,1.713889578753391561e+03,6.684554429953551846e+01,-3.900224677727257699e-02
1.782501875000000000e+06,5.610092275499009038e-07,7.065779167883373387e-05,1.699215548737282623e-03,2.442940096191406596e+01,-5.874910179687500431e+02,5.825857182359763832e-04,2.422542587064437544e-05,1.713522733613671789e+03,7.125272155059585089e+01,-4.158259482226418779e-02
1.682790250000000000e+06,5.942511254744909383e-07,7.104073752203038329e-05,1.606823305267820632e-03,2.746142903808593871e+01,-6.211318422851562673e+02,5.814901846579183416e-04,2.570879538807461262e-05,1.716364516823035274e+03,7.588376440148066138e+01,-4.421191632529222759e-02
1.588656500000000000e+06,6.294626937918927447e-07,7.132023486574734907e-05,1.523360143655462604e-03,3.066596951904297086e+01,-6.550078784765626096e+02,5.789021135820108296e-04,2.710287181721389942e-05,1.723629733665085269e+03,8.069639864122791550e+01,-4.681771094168642178e-02
1.499788375000000000e+06,6.667607354937658813e-07,7.158988206878537169e-05,1.439812730014714427e-03,3.444825855712890927e+01,-6.928219430468750488e+02,5.780697247220609658e-04,2.874258753078578587e-05,1.725628951960837867e+03,8.580113968300278771e+01,-4.972166211369290212e-02
1.415891625000000000e+06,7.062687442621181909e-07,7.168948146686509909e-05,1.365028964629507900e-03,3.836855818969726784e+01,-7.305701225390625950e+02,5.754671370789669633e-04,3.022275843766422082e-05,1.732938883392579328e+03,9.101161453955029401e+01,-5.251865222238917552e-02
1.336687875000000000e+06,7.481178057368104391e-07,7.175950045081734465e-05,1.290027516731909662e-03,4.298725373413086004e+01,-7.727860400000000709e+02,5.746691509285120755e-04,3.196673765501961218e-05,1.734763828083579938e+03,9.649855068114456458e+01,-5.562633317513196451e-02
1.261914750000000000e+06,7.924465578994143479e-07,7.176237238783108327e-05,1.214810130942675518e-03,4.845817987304688046e+01,-8.203113397460938359e+02,5.758870852878798102e-04,3.401932731306931524e-05,1.730413047121143563e+03,1.022205382629696970e+02,-5.907291235062757384e-02
1.191324250000000000e+06,8.394020351722043748e-07,7.174735170154843459e-05,1.148870164858543453e-03,5.414688758178711225e+01,-8.670388827929688205e+02,5.746417336321924061e-04,3.588658129212783752e-05,1.733454160937609686e+03,1.082548308307898424e+02,-6.245035679064958600e-02
1.124682625000000000e+06,8.891397250846655899e-07,7.170357092872385433e-05,1.082720958272475383e-03,6.089857564453125605e+01,-9.195659759375000704e+02,5.753624131738707117e-04,3.810357533723114209e-05,1.730445597183874725e+03,1.145993597592726871e+02,-6.622534678106699324e-02
1.061768875000000000e+06,9.418245566861243833e-07,7.160404720374239414e-05,1.025992705727331268e-03,6.769223660644532004e+01,-9.699415564453125853e+02,5.729334310280008056e-04,3.998503323749139028e-05,1.736943435311718531e+03,1.212213098962752582e+02,-6.979001585881834668e-02
1.002374437500000000e+06,9.976311870981846032e-07,7.148394227383649208e-05,9.691461406476785563e-04,7.569611336669922252e+01,-1.026252803046874988e+03,5.722857690910787597e-04,4.221163472260770419e-05,1.737923598871550666e+03,1.281887478136651168e+02,-7.375971411913574693e-02
9.463025000000000000e+05,1.056744539933055151e-06,7.137769103794291004e-05,9.179407183061282383e-04,8.420060673339844470e+01,-1.082847655937500122e+03,5.700670712573335320e-04,4.432755892798407986e-05,1.743636854721398322e+03,1.355825819867039002e+02,-7.775849748734954547e-02
8.933671875000000000e+05,1.119360565277085465e-06,7.124010562331581429e-05,8.676235234957850075e-04,9.400343987304688653e+01,-1.144855064570312607e+03,5.689958702853107047e-04,4.671994799660703437e-05,1.745712468029721776e+03,1.433395213966681467e+02,-8.210946763669887960e-02
8.433930000000000000e+05,1.185686862470995129e-06,7.107754094143166009e-05,8.201342005862083742e-04,1.048848527856445401e+02,-1.210222719492187707e+03,5.678372794021625033e-04,4.921204047572929062e-05,1.747939204743612663e+03,1.514864522165945573e+02,-8.666574432651080739e-02
7.962143125000000000e+05,1.255943260879274967e-06,7.089427442177088652e-05,7.754608834835567720e-04,1.169167194921875108e+02,-1.278866923046875172e+03,5.664791663943284867e-04,5.178872375375863856e-05,1.750657981503759402e+03,1.600488561097392051e+02,-9.142211545641960868e-02
7.516748125000000000e+05,1.330362522956028934e-06,7.068713095283564798e-05,7.336035968025849882e-04,1.301379178222656492e+02,-1.350594419492187626e+03,5.647855233354879493e-04,5.442049142382390645e-05,1.754295892907338384e+03,1.690369895301006693e+02,-9.635603105127327206e-02
7.096267500000000000e+05,1.409191522162883532e-06,7.045741555201580515e-05,6.936581936543734532e-04,1.449365487109375010e+02,-1.426910478984375231e+03,5.633201847153157093e-04,5.721850431006590936e-05,1.757061387493164830e+03,1.784711915198564611e+02,-1.015736802312211390e-01
6.699308750000000000e+05,1.492691316846682028e-06,7.021510585270614863e-05,6.555964628796123956e-04,1.615117294189453219e+02,-1.508030462031250181e+03,5.620419284732026130e-04,6.019531180517029496e-05,1.759049257246887464e+03,1.883961198558127421e+02,-1.071011053724977152e-01
6.324555625000000000e+05,1.581138753918383044e-06,6.994337280826326867e-05,6.194347948327865892e-04,1.799920109619140760e+02,-1.594051157460937702e+03,5.608682798518194092e-04,6.333034489061082674e-05,1.760503824419620287e+03,1.987869850853221863e+02,-1.129148271807109832e-01
