# f,1/f,realY,imagY,realZ,imagZ,realM,imagM,realE,imagE,tandelta
2.000000000000000000e+06,4.999999999999999774e-07,-2.569514946332392384e-07,1.905974428313571192e-03,-7.073217311143875641e-02,-5.246660012695313071e+02,5.837696677465283599e-04,-7.870015799831171845e-08,1.713004352702101187e+03,-2.309364817289323579e-01,1.348137156596549487e-04
1.888121750000000000e+06,5.296268633100592834e-07,1.942089346039152885e-07,1.804776253093446064e-03,5.962418624639511527e-02,-5.540852982226563199e+02,5.820164096017612330e-04,6.262980612528123857e-08,1.718164594542428858e+03,1.848887998212020156e-01,-1.076083166935706093e-04
1.782501875000000000e+06,5.610092275499009038e-07,6.017815027843875833e-07,1.703026294128201891e-03,2.074894758272171347e-01,-5.871899210156250319e+02,5.822871353141446720e-04,2.057570270931962288e-07,1.717365565009727106e+03,6.068484286502233704e-01,-3.533600772103441209e-04
1.682790250000000000e+06,5.942511254744909383e-07,8.995908555333225445e-07,1.610003423635731571e-03,3.470493996238708800e-01,-6.211164977148438311e+02,5.814758194033667988e-04,3.249001350989458007e-07,1.719761431908897748e+03,9.609182410000696173e-01,-5.587508960085651967e-04
1.588656500000000000e+06,6.294626937918927447e-07,1.166259125218885190e-06,1.525930360556765428e-03,5.008704071807861258e-01,-6.553375184765625363e+02,5.791934525093608019e-04,4.426739690857239469e-07,1.726537845900727007e+03,1.319582184001360847e+00,-7.642938074797548092e-04
1.499788375000000000e+06,6.667607354937658813e-07,1.486320398339355014e-06,1.441797458283981814e-03,7.149957583999634325e-01,-6.935779582226563207e+02,5.787005209734435562e-04,5.965708872008746998e-07,1.728007667256116292e+03,1.781368825123628818e+00,-1.030880162674419152e-03
1.415891625000000000e+06,7.062687442621181909e-07,1.603421749991976787e-06,1.366453234868024013e-03,8.587319591522217799e-01,-7.318205977148438706e+02,5.764521313282446957e-04,6.764196985418312874e-07,1.734747030575341341e+03,2.035584569293472867e+00,-1.173418679159437096e-03
1.336687875000000000e+06,7.481178057368104391e-07,1.749421418995589092e-06,1.290863543204334328e-03,1.049863823013305719e+00,-7.746737977148437722e+02,5.760729497382680205e-04,7.807133158896323671e-07,1.735888074244899826e+03,2.352533537762426352e+00,-1.355233423552243367e-03
1.261914750000000000e+06,7.924465578994143479e-07,1.811040562793361839e-06,1.215023386820126899e-03,1.226755285987854105e+00,-8.230275969531251121e+02,5.777939922999584046e-04,8.612248688744387067e-07,1.730716815375389388e+03,2.579702077633670765e+00,-1.490539673917790856e-03
1.191324250000000000e+06,8.394020351722043748e-07,1.919917768234810773e-06,1.148547169038511683e-03,1.455404599113464537e+00,-8.706627230468750440e+02,5.770434827200796859e-04,9.645890611926884204e-07,1.732966813920230379e+03,2.896836862688011660e+00,-1.671605503013028201e-03
1.124682625000000000e+06,8.891397250846655899e-07,1.960736975711218101e-06,1.081832409233284649e-03,1.675320631027221729e+00,-9.243545549218750921e+02,5.783585748764769963e-04,1.048229867492736010e-06,1.729025484493710110e+03,3.133724013497150462e+00,-1.812422108060923872e-03
1.061768875000000000e+06,9.418245566861243833e-07,2.017208569947914564e-06,1.024581257929772045e-03,1.921570427856445384e+00,-9.760047005078125721e+02,5.765148611744480263e-04,1.135049767563814926e-06,1.734553939779664233e+03,3.415011786796013027e+00,-1.968812677701918361e-03
1.002374437500000000e+06,9.976311870981846032e-07,2.042023310847814501e-06,9.671923810857082021e-04,2.182895904541015675e+00,-1.033915860000000066e+03,5.765590421374351768e-04,1.217283166357365002e-06,1.734420014936314828e+03,3.661863110754920658e+00,-2.111289698700449195e-03
9.463025000000000000e+05,1.056744539933055151e-06,2.030754600675132435e-06,9.154621489573022469e-04,2.423117776718139993e+00,-1.092339077460937688e+03,5.750638469720579246e-04,1.275654656230811151e-06,1.738928789399303241e+03,3.857437080649608774e+00,-2.218283522686472376e-03
8.933671875000000000e+05,1.119360565277085465e-06,2.060257171770313952e-06,8.646317749660262838e-04,2.755856409149170183e+00,-1.156555138476562661e+03,5.748108366864838024e-04,1.369667623817266689e-06,1.739692883995662896e+03,4.145365512469950886e+00,-2.382814547674085796e-03
8.433930000000000000e+05,1.185686862470995129e-06,2.022325344234319518e-06,8.165987962979716569e-04,3.032710047760009964e+00,-1.224584056953125128e+03,5.745756281879272611e-04,1.422949507556954105e-06,1.740404252834997351e+03,4.310150401491783079e+00,-2.476522563347480308e-03
7.962143125000000000e+05,1.255943260879274967e-06,2.075113009032451434e-06,7.714270006656340911e-04,3.486975849533081373e+00,-1.296289555937500154e+03,5.741965906066629844e-04,1.544569756933383067e-06,1.741551204744211191e+03,4.684714895566975734e+00,-2.689966785245937950e-03
7.516748125000000000e+05,1.330362522956028934e-06,2.067251057456143662e-06,7.290724889427334030e-04,3.889092830657959521e+00,-1.371594697968750097e+03,5.735673257022086717e-04,1.626323415795925647e-06,1.743460471784128231e+03,4.943500898182737302e+00,-2.835453386060381945e-03
7.096267500000000000e+05,1.409191522162883532e-06,2.104185275629297791e-06,6.886329361360852110e-04,4.437152360382080829e+00,-1.452138884062500210e+03,5.732799334297533026e-04,1.751712895850001771e-06,1.744332227759496618e+03,5.329977694723350368e+00,-3.055597786878837870e-03
