# f,1/f,realY,imagY,realZ,imagZ,realM,imagM,realE,imagE,tandelta
2.000000000000000000e+06,4.999999999999999774e-07,3.977492844363174519e-05,1.900745498998550505e-03,1.100452576019287143e+01,-5.258790807617187966e+02,5.851194007393102723e-04,1.224418645612928562e-05,1.708304825497778438e+03,3.574792218626043905e+01,-2.092596218935572142e-02
1.888121750000000000e+06,5.296268633100592834e-07,4.031780567421062880e-05,1.800080434624602927e-03,1.243641627655029325e+01,-5.552521830468750750e+02,5.832421163981499996e-04,1.306332864778894532e-05,1.713694129562775515e+03,3.838294421279923085e+01,-2.239778006509953248e-02
1.782501875000000000e+06,5.610092275499009038e-07,4.077667347622265651e-05,1.698822360009180459e-03,1.412100849365234545e+01,-5.883041192382812596e+02,5.833920304562827466e-04,1.400310408818602731e-05,1.713126234285081637e+03,4.112000802639317243e+01,-2.400290603427323796e-02
1.682790250000000000e+06,5.942511254744909383e-07,4.115095561612089309e-05,1.606265464796003068e-03,1.593897289245605542e+01,-6.221537584765625297e+02,5.824468804741553089e-04,1.492172137946327318e-05,1.715768646954371661e+03,4.395632041265239565e+01,-2.561902532178707628e-02
1.588656500000000000e+06,6.294626937918927447e-07,4.142968601601094454e-05,1.522673226431925722e-03,1.785569784301758034e+01,-6.562539005078125456e+02,5.800033595534914146e-04,1.578103342030945489e-05,1.722852510395862964e+03,4.687626820946660189e+01,-2.720852071004949482e-02
1.499788375000000000e+06,6.667607354937658813e-07,4.172335033038996233e-05,1.439005781589637774e-03,2.013210307617187667e+01,-6.943405189843750804e+02,5.793367786642321165e-04,1.679761935965622897e-05,1.724661816766084485e+03,5.000582353664140101e+01,-2.899456754391848204e-02
1.415891625000000000e+06,7.062687442621181909e-07,4.185121703708829632e-05,1.364072288050474776e-03,2.247111891784668103e+01,-7.324095394921876050e+02,5.769160383893989904e-04,1.770040968233384040e-05,1.731724358217219788e+03,5.313118124241192675e+01,-3.068108442911177472e-02
1.336687875000000000e+06,7.481178057368104391e-07,4.195365498666421306e-05,1.288995318171241768e-03,2.522361325317383063e+01,-7.749770407617188539e+02,5.762984512551854984e-04,1.875710955072450335e-05,1.733375779609247957e+03,5.641715558993636392e+01,-3.254756196181210481e-02
1.261914750000000000e+06,7.924465578994143479e-07,4.201727103640788406e-05,1.213649367084088408e-03,2.849188265869140935e+01,-8.229748030468750812e+02,5.777569291419619533e-04,2.000229237810705903e-05,1.728759619252570019e+03,5.985069777892429244e+01,-3.462060144880105966e-02
1.191324250000000000e+06,8.394020351722043748e-07,4.206073600595919575e-05,1.147609177321664035e-03,3.189376987304687816e+01,-8.702078584765625919e+02,5.767420150806927591e-04,2.113802688165033103e-05,1.731551540293819698e+03,6.346266103150612281e+01,-3.665074908526107927e-02
1.124682625000000000e+06,8.891397250846655899e-07,4.207236614907356446e-05,1.081375845919971095e-03,3.592416746826172158e+01,-9.233501830468750313e+02,5.777301503361553488e-04,2.247736021847567892e-05,1.728295787733596171e+03,6.724164726794781188e+01,-3.890633058599608785e-02
1.061768875000000000e+06,9.418245566861243833e-07,4.204343895250742307e-05,1.024542114466324904e-03,3.998599192382813072e+01,-9.744048949218750977e+02,5.755698742345255426e-04,2.361927004131661776e-05,1.734487672269680843e+03,7.117699266167541339e+01,-4.103632086847643079e-02
