# f,1/f,realY,imagY,realZ,imagZ,realM,imagM,realE,imagE,tandelta
2.000000000000000000e+06,4.999999999999999774e-07,3.519821045935145292e-06,1.899578811839595406e-03,9.754487557601929648e-01,-5.264306805078125535e+02,5.857331382403624734e-04,1.085333135129831127e-06,1.707256259393300752e+03,3.163457328099785304e+00,-1.852948150398914121e-03
1.888121750000000000e+06,5.296268633100592834e-07,3.931220425449724970e-06,1.798774946110776258e-03,1.214987084503173831e+00,-5.559312607617188178e+02,5.839554260179895913e-04,1.276233863095366881e-06,1.712451291765461519e+03,3.742560185381612836e+00,-2.185498766229548688e-03
1.782501875000000000e+06,5.610092275499009038e-07,4.303484215403711556e-06,1.697380757302395342e-03,1.493684498481750555e+00,-5.891392179687500175e+02,5.842201564680985556e-04,1.481212869219087710e-06,1.711672493461705699e+03,4.339719020533736149e+00,-2.535367622667721813e-03
1.682790250000000000e+06,5.942511254744909383e-07,4.580205099915037589e-06,1.604682338723018671e-03,1.778702200469970851e+00,-6.231712215234375662e+02,5.833994073528825071e-04,1.665182495229236428e-06,1.714077595170134373e+03,4.892449273976505530e+00,-2.854275260211247816e-03
1.588656500000000000e+06,6.294626937918927447e-07,4.796413444017899923e-06,1.520938184960284175e-03,2.073428985671997182e+00,-6.574823782226562798e+02,5.810890996933894140e-04,1.832516007226428181e-06,1.720889370502700331e+03,5.426977239421594490e+00,-3.153588680622906263e-03
1.499788375000000000e+06,6.667607354937658813e-07,5.017459405715689315e-06,1.437082394737697073e-03,2.429490669174194650e+00,-6.958458427929688241e+02,5.805927754299010628e-04,2.027093709197548395e-06,1.722356619730150442e+03,6.013471776779419464e+00,-3.491420828818585665e-03
1.415891625000000000e+06,7.062687442621181909e-07,5.113292694545878636e-06,1.361990133434134607e-03,2.756427722778320710e+00,-7.342093610156250634e+02,5.783337505396660009e-04,2.171226992803175846e-06,1.729081010134953431e+03,6.491454732574703179e+00,-3.754280276357930494e-03
1.336687875000000000e+06,7.481178057368104391e-07,5.177121152063712570e-06,1.286651190281759300e-03,3.127228711090088265e+00,-7.771988379687501265e+02,5.779506528328692870e-04,2.325510264343551033e-06,1.730223514856494148e+03,6.961930960169546267e+00,-4.023717687565339304e-03
1.261914750000000000e+06,7.924465578994143479e-07,5.220682693485182644e-06,1.211077771796710166e-03,3.559386603546142780e+00,-8.256954597460937748e+02,5.796669247505403062e-04,2.498813166673252084e-06,1.725096559549782114e+03,7.436501571382273745e+00,-4.310774101435261955e-03
1.191324250000000000e+06,8.394020351722043748e-07,5.248808751097366990e-06,1.144818875362536284e-03,4.004774409484864073e+00,-8.734822610156251130e+02,5.789121696020163533e-04,2.654218346078174142e-06,1.727341438326451225e+03,7.919580164809786105e+00,-4.584837710188170018e-03
1.124682625000000000e+06,8.891397250846655899e-07,5.266044458622510959e-06,1.078331306800285562e-03,4.528660205078125500e+00,-9.273366594921875503e+02,5.802244452183658160e-04,2.833533354017136885e-06,1.723429890131023058e+03,8.416391479608364534e+00,-4.883512539618603716e-03
1.061768875000000000e+06,9.418245566861243833e-07,5.253400207045133278e-06,1.021265260900178131e-03,5.036767181701661045e+00,-9.791516250781251074e+02,5.783737136787815182e-04,2.975161012048327821e-06,1.728940157888317344e+03,8.893687987989750354e+00,-5.144011461248184161e-03
1.002374437500000000e+06,9.976311870981846032e-07,5.236170073860188337e-06,9.640739251618544309e-04,5.633525434875489069e+00,-1.037234257460937670e+03,5.784095332030325057e-04,3.141512916330241378e-06,1.728827836507492293e+03,9.389774315135852589e+00,-5.431295191373534254e-03
9.463025000000000000e+05,1.056744539933055151e-06,5.236315122494096937e-06,9.125322139086699353e-04,6.288036663665772075e+00,-1.095815642031250036e+03,5.768940905633591085e-04,3.310348067116818412e-06,1.733363350770366196e+03,9.946428836236480109e+00,-5.738224955440499389e-03
8.933671875000000000e+05,1.119360565277085465e-06,5.230066533705815353e-06,8.618650572786035885e-04,7.040648688049317094e+00,-1.160231718984375220e+03,5.766381065221655227e-04,3.499220252070355487e-06,1.734126076006188214e+03,1.052321901062377663e+01,-6.068312538647406378e-03
8.433930000000000000e+05,1.185686862470995129e-06,5.229205539459695503e-06,8.140137009521570361e-04,7.891405519714355776e+00,-1.228429856953125181e+03,5.763800800247272224e-04,3.702652552130289309e-06,1.734894679524044250e+03,1.114492404480977150e+01,-6.423977303260449724e-03
7.962143125000000000e+05,1.255943260879274967e-06,5.212356653943304645e-06,7.689724222511148607e-04,8.814397687377930168e+00,-1.300377006093750197e+03,5.760071428349388799e-04,3.904372350422366324e-06,1.736009819763834685e+03,1.176726508457543474e+01,-6.778340162946914528e-03
7.516748125000000000e+05,1.330362522956028934e-06,5.176948093042303587e-06,7.267590638453971753e-04,9.801010636596680925e+00,-1.375902015429687708e+03,5.753685404201418349e-04,4.098542716982520278e-06,1.737928284967576474e+03,1.237984494214871667e+01,-7.123334748176723963e-03
7.096267500000000000e+05,1.409191522162883532e-06,5.156644583334989188e-06,6.864438640730347084e-04,1.094290520507812658e+01,-1.456701157460937566e+03,5.750810420005999027e-04,4.320074365025600316e-06,1.738787228750456961e+03,1.306196793938291201e+01,-7.512114031783877904e-03
6.699308750000000000e+05,1.492691316846682028e-06,5.114579110184088156e-06,6.479938773648153761e-04,1.217982478088378961e+01,-1.543128323046875039e+03,5.751228774242839051e-04,4.539412419489820044e-06,1.738650546820325189e+03,1.372307066054420233e+01,-7.892943573762535234e-03
6.324555625000000000e+05,1.581138753918383044e-06,5.089024777769227348e-06,6.114612848452557732e-04,1.361026416900634928e+01,-1.635313243554687688e+03,5.753863805678350544e-04,4.788783231372864378e-06,1.737842206208642210e+03,1.446358463968340402e+01,-8.322726072603470887e-03
5.970765000000000000e+05,1.674827262503213635e-06,5.047496673501035720e-06,5.777684990658806235e-04,1.511942160522461087e+01,-1.730664940000000115e+03,5.748725630627766689e-04,5.022197219886011851e-06,1.739383211197974106e+03,1.519558609834183649e+01,-8.736192232116638673e-03
5.636765625000000000e+05,1.774067020925674973e-06,5.013208309573806472e-06,5.459920056346944522e-04,1.681537554443359639e+01,-1.831374252187500133e+03,5.742958643300576701e-04,5.273089659740558614e-06,1.741115970225624096e+03,1.598663892472221804e+01,-9.181834638304174970e-03
5.321450000000000000e+05,1.879187063676253656e-06,4.972508322197958955e-06,5.151528196226016175e-04,1.873539676086425843e+01,-1.940990711875000216e+03,5.746217368660872307e-04,5.546531553055881058e-06,1.740113145626982032e+03,1.679642771738138407e+01,-9.652491712732533605e-03
5.023772812500000000e+05,1.990535872784354564e-06,4.939799015929024932e-06,4.862334557585405856e-04,2.089174816833496351e+01,-2.056412998984375008e+03,5.747367121092646297e-04,5.838931507636720763e-06,1.739747571185019751e+03,1.767464422351961417e+01,-1.015931536060753204e-02
