# f,1/f,realY,imagY,realZ,imagZ,realM,imagM,realE,imagE,tandelta
2.000000000000000000e+06,4.999999999999999774e-07,-2.300954783540819902e-07,1.897992729968665197e-03,-6.387324622154236242e-02,-5.268724002539063349e+02,5.862246177507371642e-04,-7.106857245260453319e-08,1.705830760127264284e+03,-2.067994985149759768e-01,1.212309587497106746e-04
1.888121750000000000e+06,5.296268633100592834e-07,2.775193798721991796e-07,1.797192135820770836e-03,8.592198208570481222e-02,-5.564235210156250560e+02,5.844725008194456449e-04,9.025325826149841073e-08,1.710944440932565612e+03,2.642011562255938140e-01,-1.544183141806688921e-04
1.782501875000000000e+06,5.610092275499009038e-07,6.712368711633099101e-07,1.695816305793734031e-03,2.334092819976806843e-01,-5.896864182226563571e+02,5.847627878329883641e-04,2.314604139238014213e-07,1.710094869464726344e+03,6.768886026453567739e-01,-3.958193283494432289e-04
1.682790250000000000e+06,5.942511254744909383e-07,9.976700703569668438e-07,1.603151401651818284e-03,3.881840595149994022e-01,-6.237711620312500145e+02,5.839610586689512363e-04,3.634095132173386255e-07,1.712442290244021251e+03,1.065683764134617739e+00,-6.223180601214647325e-04
1.588656500000000000e+06,6.294626937918927447e-07,1.254839619615854230e-06,1.519413455252958869e-03,5.435456071472168915e-01,-6.581482574609375433e+02,5.816776100168499211e-04,4.803907115401212135e-07,1.719164191154734908e+03,1.419807974075530277e+00,-8.258710723388603195e-04
1.499788375000000000e+06,6.667607354937658813e-07,1.540836365557130013e-06,1.435597522350526159e-03,7.476367126083374171e-01,-6.965732612695313719e+02,5.811997114583053719e-04,6.238055145149572320e-07,1.720576986359883676e+03,1.846706719013606168e+00,-1.073306648672877565e-03
1.415891625000000000e+06,7.062687442621181909e-07,1.657685389188687884e-06,1.360529022606644933e-03,8.955417633438110814e-01,-7.350071177148438437e+02,5.789621402720430358e-04,7.054146327460268978e-07,1.727226092890329255e+03,2.104473635207095406e+00,-1.218412368751031543e-03
1.336687875000000000e+06,7.481178057368104391e-07,1.773750065113810188e-06,1.285263182539527144e-03,1.073760597877502443e+00,-7.780492812695313205e+02,5.785830704805441710e-04,7.984837447151036113e-07,1.728356992171439742e+03,2.385249471899284046e+00,-1.380067591766762558e-03
1.261914750000000000e+06,7.924465578994143479e-07,1.860169375421348886e-06,1.209719378741199803e-03,1.271107226486206221e+00,-8.266360389843750909e+02,5.803272440826902053e-04,8.923614733597103563e-07,1.723161622553043571e+03,2.649682674762104284e+00,-1.537686680159649436e-03
1.191324250000000000e+06,8.394020351722043748e-07,1.918252142079929578e-06,1.143487585711361245e-03,1.467038669738769618e+00,-8.745151222851562807e+02,5.795967123627897809e-04,9.722996986808124268e-07,1.725332743474908057e+03,2.894323709612006468e+00,-1.677545227468813221e-03
1.124682625000000000e+06,8.891397250846655899e-07,1.977774276447380999e-06,1.077054255557866351e-03,1.704904659118652521e+00,-9.284552035546876141e+02,5.809243060525872684e-04,1.066740271574113385e-06,1.721388858521781458e+03,3.160953672091578959e+00,-1.836281010210559549e-03
1.061768875000000000e+06,9.418245566861243833e-07,1.996638993252702927e-06,1.020010921528205754e-03,1.919058617935180733e+00,-9.803779030468750761e+02,5.790980621092218497e-04,1.133566070049549723e-06,1.726816637393835890e+03,3.380188740775856182e+00,-1.957468249713727529e-03
1.002374437500000000e+06,9.976311870981846032e-07,2.007217456916433989e-06,9.628700644103892420e-04,2.164996350936889691e+00,-1.038557216953125135e+03,5.791472762700576290e-04,1.207301551914694024e-06,1.726669010380064492e+03,3.599447431231296513e+00,-2.084619234834710500e-03
9.463025000000000000e+05,1.056744539933055151e-06,2.036367779443601537e-06,9.113532985458484706e-04,2.451774415664673246e+00,-1.097263826093750140e+03,5.776564896345711287e-04,1.290740994689184157e-06,1.731123990173087122e+03,3.868099365454779281e+00,-2.234443856946391038e-03
8.933671875000000000e+05,1.119360565277085465e-06,2.061199689871603564e-06,8.607245304639801363e-04,2.782205578155517944e+00,-1.161805234921875126e+03,5.774201479333214470e-04,1.382763227631264468e-06,1.731831265150451372e+03,4.147261917484575733e+00,-2.394726322904377081e-03
8.433930000000000000e+05,1.185686862470995129e-06,2.089898338893666981e-06,8.129163472544376689e-04,3.162500306777954240e+00,-1.230130743554687569e+03,5.771781371135977336e-04,1.483847180676639277e-06,1.732555906737416080e+03,4.454167668986031003e+00,-2.570865189206906522e-03
7.962143125000000000e+05,1.255943260879274967e-06,2.085493099788971632e-06,7.679093271471573419e-04,3.536597770538330465e+00,-1.302227475429687729e+03,5.768268155530062143e-04,1.566549983287950015e-06,1.733609807115253261e+03,4.708148687159404489e+00,-2.715806444931122190e-03
7.516748125000000000e+05,1.330362522956028934e-06,2.082867964821267729e-06,7.257282223809700039e-04,3.954668988647461525e+00,-1.377914944062500126e+03,5.762102978973772990e-04,1.653745759746048637e-06,1.735463192163826761e+03,4.980846239140659826e+00,-2.870038535896801864e-03
7.096267500000000000e+05,1.409191522162883532e-06,2.082033821788596468e-06,6.854401327664900187e-04,4.431438385772705324e+00,-1.458903156953125063e+03,5.759503542517546530e-04,1.749457115070605609e-06,1.736244740910939981e+03,5.273867257945714648e+00,-3.037513740821309611e-03
6.699308750000000000e+05,1.492691316846682028e-06,2.060053898236406292e-06,6.470251597471587176e-04,4.920756143951416917e+00,-1.545519286093750225e+03,5.760139877271644926e-04,1.833962471134421226e-06,1.736051353410500951e+03,5.527388393257294474e+00,-3.183885305235153573e-03
6.324555625000000000e+05,1.581138753918383044e-06,2.060220228393851991e-06,6.105162384105115685e-04,5.527315590515136989e+00,-1.637939418476562651e+03,5.763104024877890993e-04,1.944790775967512470e-06,1.735156277235164907e+03,5.855379164183274199e+00,-3.374554350524184426e-03
5.970765000000000000e+05,1.674827262503213635e-06,2.030925484004822177e-06,5.768546615552785656e-04,6.103174579162597979e+00,-1.733517420507812631e+03,5.758200675408028111e-04,2.027283000915697470e-06,1.736632085745004360e+03,6.114140344763420387e+00,-3.520688345534334334e-03
5.636765625000000000e+05,1.774067020925674973e-06,2.018052572436157283e-06,5.450997299874534669e-04,6.791638939208985093e+00,-1.834501540000000205e+03,5.752765423401057666e-04,2.129772300856486494e-06,1.738270589041977246e+03,6.435375475029163184e+00,-3.702171293466989619e-03
5.321450000000000000e+05,1.879187063676253656e-06,1.997287991443919887e-06,5.142876136559054864e-04,7.551304989318848193e+00,-1.944407936953125272e+03,5.756333912741382888e-04,2.235530526767089564e-06,1.737190602608726522e+03,6.746555501842377289e+00,-3.883601195925838034e-03
5.023772812500000000e+05,1.990535872784354564e-06,1.976052158066444979e-06,4.853958317833263628e-04,8.386854734802247080e+00,-2.060140120000000024e+03,5.757783867530310651e-04,2.344000605714361220e-06,1.736750545251927633e+03,7.070331960535049198e+00,-4.071011798363621120e-03
4.742747500000000000e+05,2.108482477719929384e-06,1.955094759321445480e-06,4.584069967081446360e-04,9.303737241821290027e+00,-2.181427895937500125e+03,5.755717551211346570e-04,2.454799621584360817e-06,1.737371233759760571e+03,7.409846312363652210e+00,-4.264975825764286653e-03
