Time (s),20.0,1002374.4375
1.0,4.262603296431108e-07,1.7592516573585695e-06
49.726999999999975,4.665908978696593e-07,2.009441463255713e-06
98.12099999999998,5.093277746248572e-07,2.0420233108478145e-06
146.51799999999997,5.561928416137505e-07,2.4147067246544204e-06
194.904,6.081010081656822e-07,2.4687609076727366e-06
243.289,6.684272942292305e-07,2.7520719670853203e-06
291.68600000000004,7.406100238900578e-07,3.109744241440562e-06
340.06999999999994,8.310164405651132e-07,3.5017202009033817e-06
388.467,9.465453068015374e-07,3.863233455287643e-06
436.85299999999995,1.0883166678966164e-06,4.197661747538528e-06
485.23799999999994,1.2509393033938023e-06,4.766411966041023e-06
533.978,1.4000038173877896e-06,5.236170073860188e-06
671.3969999999999,1.7503638619937531e-06,6.818854228788324e-06
808.6750000000001,2.0594627176730876e-06,8.437839074909453e-06
945.8950000000001,2.351270826322686e-06,1.0140691641243912e-05
1083.2150000000001,2.633797586881137e-06,1.1871167248826515e-05
1220.475,2.934762661797229e-06,1.3662990310866786e-05
1370.6550000000002,3.251261975055275e-06,1.568026463046976e-05
1528.9650000000001,3.565336048230445e-06,1.785743842546363e-05
1687.1149999999998,3.884238758245809e-06,2.007102382381825e-05
1845.225,4.205087619446363e-06,2.236448581531076e-05
2003.3849999999998,4.532021694063256e-06,2.4691514178590972e-05
2371.515,5.295495539492934e-06,3.0137544707652704e-05
2739.585,6.0477091146366236e-06,3.548755449077887e-05
3107.625,6.795614326490405e-06,4.0699549913924114e-05
3475.725,7.549175609111583e-06,4.5839022590774174e-05
3843.5750000000003,8.287605989857836e-06,5.0747298583089155e-05
4211.335,8.975700023245757e-06,5.530189749783244e-05
4579.265,9.637819068003149e-06,5.96682700656096e-05
4947.095,1.026765599268938e-05,6.372555735368434e-05
5314.925,1.086841020181944e-05,6.766752006732792e-05
5682.785000000001,1.1439220457549346e-05,7.148394227383649e-05
6050.5650000000005,1.1949284583398363e-05,7.511578225305395e-05
6418.475,1.2441610786254622e-05,7.857065997949071e-05
6785.945000000001,1.2881606404511777e-05,8.188436099256617e-05
7153.455,1.329733372141444e-05,8.499714373044863e-05
7520.925,1.3652264229008032e-05,8.789264132538392e-05
7888.345,1.3976455586848979e-05,9.063677067928542e-05
8255.744999999999,1.4271117462040279e-05,9.326743620534882e-05
8623.234999999999,1.4524445894162935e-05,9.569687496267955e-05
8990.914999999999,1.4739846404488434e-05,9.799806833013295e-05
9358.314999999999,1.4956801120039844e-05,0.00010028561018513077
9726.025,1.5138734429987474e-05,0.00010240471748895165
10093.414999999999,1.5291143913378698e-05,0.00010443679357335689
10460.715,1.5409417575935114e-05,0.00010624273838158189
10828.215,1.5529595902038305e-05,0.0001080141479295894
11195.615,1.563291954659398e-05,0.0001097599582325155
11563.015,1.5713751994319394e-05,0.00011126890815112185
11930.314999999999,1.5791083319799155e-05,0.00011280204617694933
12297.615,1.58584554559378e-05,0.00011426849089148164
12665.115,1.590858860970848e-05,0.00011562049001448268
13032.615,1.595156834180722e-05,0.00011692015709596534
13400.015,1.597067544421691e-05,0.00011813519934224691
13767.515,1.5988361035332178e-05,0.00011914590639631878
